"City","State","Abbr","Latitude","Longitude"
"Winchester","Indiana","IN",40.1720997,-84.9770505
"North Oaks","Minnesota","MN",45.0998131,-93.1041372
"Bondurant","Iowa","IA",41.6996871,-93.4546392
"Tallassee","Alabama","AL",32.5351316,-85.8921079
"Flower Hill","New York","NY",40.8075369,-73.6756074
"Sonora","California","CA",37.9816919,-120.3826626
"Naval Academy","Maryland","MD",38.982944,-76.489832
"Northfield","New Hampshire","NH",43.4102518,-71.5678752
"Carmody Hills‐Pepper Mill Village","Maryland","MD",38.895412,-76.890123
"Rocky Mount","Virginia","VA",37.0048706,-79.8841306
"Raeford","North Carolina","NC",34.9804205,-79.2295405
"Little Suamico","Wisconsin","WI",44.711025,-88.0566869
"Ridge Wood Heights","Florida","FL",27.287416,-82.513133
"Blakely","Georgia","GA",31.3809387,-84.9270371
"Oak Park Heights","Minnesota","MN",45.033767,-92.8129165
"Peculiar","Missouri","MO",38.7290182,-94.4757653
"Evansdale","Iowa","IA",42.4656881,-92.269423
"La Crescent","Minnesota","MN",43.8294661,-91.3020378
"West Pittston","Pennsylvania","PA",41.3295608,-75.7999664
"Colorado City","Arizona","AZ",36.9701089,-112.9853115
"Tulia","Texas","TX",34.5378637,-101.7744341
"Nashville","Georgia","GA",31.2044995,-83.2484995
"Hardeeville","South Carolina","SC",32.28385,-81.078496
"Crestwood","Kentucky","KY",38.324557,-85.4833
"Winnsboro","Louisiana","LA",32.1663898,-91.7218727
"Jay","Maine","ME",44.5168965,-70.2021867
"Tioga","New York","NY",42.1061898,-76.368903
"Royersford","Pennsylvania","PA",40.1863257,-75.5388848
"Utica","Michigan","MI",42.6287448,-83.0233297
"Harrington Park","New Jersey","NJ",40.9916807,-73.9802022
"Pinardville","New Hampshire","NH",43.0012658,-71.5134823
"Cheboygan","Michigan","MI",45.6419135,-84.468763
"Silverton","Ohio","OH",39.1882463,-84.400927
"Lakeport","California","CA",39.0396328,-122.9214218
"Elmsford","New York","NY",41.0541344,-73.8143349
"Blue Point","New York","NY",40.7515162,-73.0358414
"Hudson","Texas","TX",31.3191575,-94.7847373
"Northvale","New Jersey","NJ",41.0130002,-73.948085
"Farmville","North Carolina","NC",35.5953489,-77.5913771
"Salunga‐Landisville","Pennsylvania","PA",40.094876,-76.415805
"Hockinson","Washington","WA",45.7305917,-122.4837724
"Newport","New Hampshire","NH",43.3670171,-72.1765767
"Sultan","Washington","WA",47.8703584,-121.803486
"Annville","Pennsylvania","PA",40.3322709,-76.5077652
"Waterford North","Wisconsin","WI",42.805631,-88.216593
"Smith Mills","Massachusetts","MA",41.6466865,-70.9991584
"Wheatland","New York","NY",43.0091808,-77.8159325
"Brielle","New Jersey","NJ",40.1050619,-74.0627545
"Villages of Oriole","Florida","FL",26.459218,-80.155569
"East Quogue","New York","NY",40.8492671,-72.5788983
"Randolph","Vermont","VT",43.936586,-72.613714
"Seat Pleasant","Maryland","MD",38.8953123,-76.9014083
"Meadows Place","Texas","TX",29.6509157,-95.5868958
"Midway North","Texas","TX",26.1880138,-98.0173281
"Glendora","New Jersey","NJ",39.8409371,-75.0672112
"Zebulon","North Carolina","NC",35.8307548,-78.3169949
"Edwardsville","Pennsylvania","PA",41.2586467,-75.9098074
"Breckenridge","Colorado","CO",39.5002267,-106.0430996
"New Boston","Texas","TX",33.4611095,-94.4190965
"Preston","Connecticut","CT",41.5186523,-72.0065973
"Flagler Beach","Florida","FL",29.4739016,-81.131
"Palmetto","Georgia","GA",33.5326524,-84.6696065
"Westwood","Kentucky","KY",38.4782793,-82.6810131
"Sayre","Oklahoma","OK",35.3051183,-99.6339409
"Lexington","Ohio","OH",40.6809422,-82.5759556
"Marion","New York","NY",43.154612,-77.184981
"Mount Carmel","Ohio","OH",39.0961939,-84.2962043
"Adairsville","Georgia","GA",34.3702257,-84.9214525
"Kahaluu","Hawaii","HI",21.4563629,-157.8421377
"Willow Park","Texas","TX",32.7608599,-97.6552016
"Piedmont","Alabama","AL",33.9260352,-85.6154423
"Island Park","New York","NY",40.6053337,-73.6554397
"Madisonville","Tennessee","TN",35.5241089,-84.364264
"Walnut Ridge","Arkansas","AR",36.0842614,-90.9465576
"New Roads","Louisiana","LA",30.6959209,-91.4537943
"Whitfield","Pennsylvania","PA",40.335008,-76.0060101
"Moriah","New York","NY",44.0549668,-73.5326188
"Brentwood","New Hampshire","NH",42.9837228,-71.0539976
"Vamo","Florida","FL",27.2228688,-82.4932098
"Lake Worth","Texas","TX",32.8128731,-97.4305221
"Danville","Pennsylvania","PA",40.9615907,-76.6120953
"Rio Communities","New Mexico","NM",34.6407564,-106.7054458
"Veneta","Oregon","OR",44.0471499,-123.3513355
"Vandercook Lake","Michigan","MI",42.1914245,-84.3854866
"Barling","Arkansas","AR",35.3285577,-94.2835706
"Breckenridge Hills","Missouri","MO",38.7157312,-90.3683649
"Edgefield","South Carolina","SC",33.7871941,-81.9280341
"New Lexington","Ohio","OH",39.7167836,-82.2066598
"Mount Olive","North Carolina","NC",35.1980915,-78.0683129
"Dardanelle","Arkansas","AR",35.2263046,-93.1659092
"Imperial","Missouri","MO",38.370735,-90.37346
"Mount Pleasant","Tennessee","TN",35.544977,-87.198683
"Meadow Lake","New Mexico","NM",34.8034962,-106.5717609
"New Haven","Michigan","MI",42.7297621,-82.7970398
"Denver City","Texas","TX",32.9680424,-102.8318792
"Lake Montezuma","Arizona","AZ",34.6369081,-111.8009446
"Obetz","Ohio","OH",39.8645958,-82.9445596
"Colville","Washington","WA",48.5451474,-117.8981087
"Canastota","New York","NY",43.0841487,-75.7554947
"Fox River Grove","Illinois","IL",42.1954275,-88.214501
"Oak Hill","Tennessee","TN",36.068447,-86.7931275
"Saint Clair","Missouri","MO",38.3489415,-90.9874007
"Headland","Alabama","AL",31.354974,-85.3570308
"West Milton","Ohio","OH",39.958295,-84.3259693
"Piney","Arkansas","AR",34.5028406,-93.1449022
"Oak Bluffs","Massachusetts","MA",41.4571596,-70.5561006
"Washington","New York","NY",41.7914842,-73.6771564
"Glen Head","New York","NY",40.8449232,-73.6180241
"Princeton","Minnesota","MN",45.5676569,-93.5920408
"Newport","North Carolina","NC",34.7707138,-76.8791555
"Labelle","Florida","FL",26.760591,-81.439104
"Goddard","Kansas","KS",37.6655381,-97.5627013
"Hunters Creek Village","Texas","TX",29.7726912,-95.4980795
"De Witt","Michigan","MI",42.8358828,-84.5756417
"Hendron","Kentucky","KY",37.0334037,-88.647689
"Warren","Maine","ME",44.128546,-69.2431925
"Becker","Minnesota","MN",45.3830033,-93.8845885
"Trenton","Wisconsin","WI",43.417544,-88.108993
"Dodgeville","Wisconsin","WI",42.9653596,-90.1303948
"Donora","Pennsylvania","PA",40.1795287,-79.8624084
"Georgia","Vermont","VT",44.7224385,-73.1284519
"Flemington","New Jersey","NJ",40.5086513,-74.8601131
"Pleasant Garden","North Carolina","NC",35.9579331,-79.7603188
"Jim Thorpe","Pennsylvania","PA",40.8594869,-75.76995
"Mountain Grove","Missouri","MO",37.1342219,-92.2662911
"Newton Falls","Ohio","OH",41.1889102,-80.9698711
"Belleview","Florida","FL",29.0646834,-82.0565675
"Foster","Rhode Island","RI",41.7887835,-71.7349343
"Fishhook","Alaska","AK",61.7121204,-149.2858683
"Lake Sarasota","Florida","FL",27.290213,-82.4374025
"Simonton Lake","Indiana","IN",41.7542148,-85.97054
"Myrtletown","California","CA",40.7887307,-124.1306576
"Ashland City","Tennessee","TN",36.2560825,-87.0325785
"Granite Falls","North Carolina","NC",35.797252,-81.4243342
"Michigan Center","Michigan","MI",42.2259687,-84.3235866
"Mount Repose","Ohio","OH",39.1891542,-84.2205257
"Carlyss","Louisiana","LA",30.1767427,-93.3695892
"Higginsville","Missouri","MO",39.0631603,-93.7290757
"La Grange","Texas","TX",29.9126087,-96.8762962
"Luverne","Minnesota","MN",43.6535423,-96.214185
"Avalon","Pennsylvania","PA",40.5011619,-80.0685311
"Spring Lake Heights","New Jersey","NJ",40.149592,-74.0459805
"Shelbyville","Illinois","IL",39.4094447,-88.7989322
"Smithville","Tennessee","TN",35.958313,-85.8211492
"Haverhill","New Hampshire","NH",44.0763212,-71.9920869
"Whiskey Creek","Florida","FL",26.5724826,-81.8905879
"Palacios","Texas","TX",28.709153,-96.217588
"Pleasant Run Farm","Ohio","OH",39.3016672,-84.5493685
"Bayou Vista","Louisiana","LA",29.6905713,-91.2669802
"Eldon","Missouri","MO",38.3511334,-92.5766864
"Manlius","New York","NY",43.0010574,-75.9816331
"Barnwell","South Carolina","SC",33.2416332,-81.3661435
"West Bay Shore","New York","NY",40.708702,-73.2719126
"McMurray","Pennsylvania","PA",40.2814684,-80.0874333
"Lely Resort","Florida","FL",26.081014,-81.700776
"Montebello","New York","NY",41.1307948,-74.1100779
"Offutt AFB","Nebraska","NE",41.120281,-95.9207685
"Rock Hill","Missouri","MO",38.6089922,-90.3673344
"Erda","Utah","UT",40.6022362,-112.3253699
"Point Pleasant Beach","New Jersey","NJ",40.0925659,-74.0451734
"Champion","New York","NY",43.9731538,-75.7061229
"Fort Rucker","Alabama","AL",31.3425758,-85.7160719
"Elmwood","Louisiana","LA",29.9539703,-90.1874104
"Milton","New Hampshire","NH",43.436852,-71.004173
"Mount Ephraim","New Jersey","NJ",39.8796656,-75.0909475
"Penitas","Texas","TX",26.2499993,-98.4394371
"Winnfield","Louisiana","LA",31.9239267,-92.642472
"Epsom","New Hampshire","NH",43.2048124,-71.348563
"Glenburn","Maine","ME",44.8926955,-68.8453285
"Humboldt","Iowa","IA",42.7229277,-94.2250199
"Jonesboro","Georgia","GA",33.5202452,-84.354314
"Pinehurst","Texas","TX",30.1886073,-95.7035383
"Jonesboro","Louisiana","LA",32.233496099999996,-92.7107287
"Winona","Mississippi","MS",33.4901685,-89.7292351
"Fountain Hill","Pennsylvania","PA",40.6028141,-75.3960799
"Lemoyne","Pennsylvania","PA",40.2441543,-76.899035
"East Palestine","Ohio","OH",40.8390654,-80.5466064
"Perry","Utah","UT",41.4648634,-112.0403314
"Montgomery","New York","NY",41.5212657,-74.2386611
"Galeville","New York","NY",43.0873728,-76.180784
"Negaunee","Michigan","MI",46.4965433,-87.5914124
"Buffalo","Wyoming","WY",44.3391661,-106.7150282
"Erwin","North Carolina","NC",35.3222168,-78.6735301
"Old Westbury","New York","NY",40.7866012,-73.5976316
"Brisbane","California","CA",37.684932,-122.398951
"Westlake","Louisiana","LA",30.2600954,-93.2644684
"Forestbrook","South Carolina","SC",33.7242144,-78.967785
"Castleton","Vermont","VT",43.625586,-73.193236
"Ward","Arkansas","AR",35.0130141,-91.9573804
"Buena","New Jersey","NJ",39.5291701,-74.9452046
"Kaplan","Louisiana","LA",30.0059751,-92.2838577
"New Castle","Colorado","CO",39.5783639,-107.5263225
"Polson","Montana","MT",47.689478199999996,-114.1439285
"Jackson","California","CA",38.3484537,-120.7723664
"Lexington","Missouri","MO",39.1802617,-93.8691656
"Huber Ridge","Ohio","OH",40.0918778,-82.9171897
"Franklin township (Chester County)","Pennsylvania","PA",39.7706658,-75.8252172
"Jessup","Pennsylvania","PA",41.471131,-75.562171
"Hazardville","Connecticut","CT",41.9898457,-72.5256589
"McLoud","Oklahoma","OK",35.4117473,-97.0986271
"Cherokee Village","Arkansas","AR",36.2921429,-91.5709385
"Kalaheo","Hawaii","HI",21.9170008,-159.521595
"Hamilton","Montana","MT",46.2526312,-114.1601231
"Ogallala","Nebraska","NE",41.1295953,-101.7206769
"Winfield","Alabama","AL",33.9315607,-87.791874
"Barnstead","New Hampshire","NH",43.3509658,-71.2591354
"Nolanville","Texas","TX",31.0751873,-97.6116283
"Lake Darby","Ohio","OH",39.9622253,-83.2195932
"Austin","Indiana","IN",38.742754,-85.809383
"Seagate","North Carolina","NC",34.203648,-77.843996
"Marlow","Oklahoma","OK",34.6308215,-97.9567903
"Bremen","Indiana","IN",41.4478221,-86.1506445
"Chesterbrook","Pennsylvania","PA",40.0705673,-75.4549945
"Boiling Springs","North Carolina","NC",35.2521847,-81.6636008
"Tierra Buena","California","CA",39.149767,-121.671499
"South Bound Brook","New Jersey","NJ",40.5539473,-74.5274549
"Hawthorne","New York","NY",41.1034282,-73.7969629
"Baldwin City","Kansas","KS",38.7775064,-95.1874801
"Planada","California","CA",37.2892301,-120.3207044
"Montoursville","Pennsylvania","PA",41.246493,-76.9167002
"Windom","Minnesota","MN",43.8735518,-95.1191361
"Devine","Texas","TX",29.1458339,-98.904985
"Hancock","Michigan","MI",47.1343895,-88.5991471
"Pittsburg","Texas","TX",32.9986075,-94.9670625
"Mattawa","Washington","WA",46.7364483,-119.9023402
"Wamego","Kansas","KS",39.2052626,-96.3101259
"Bridgeport","Pennsylvania","PA",40.1040719,-75.3435504
"Ellisville","Mississippi","MS",31.5980395,-89.2096638
"Pascoag","Rhode Island","RI",41.9536739,-71.7027019
"Swannanoa","North Carolina","NC",35.6009458,-82.3884272
"Greenfield","Ohio","OH",39.3536445,-83.388399
"Centreville","Maryland","MD",39.0425371,-76.064218
"Deep River","Connecticut","CT",41.3678191,-72.4774422
"North Westport","Massachusetts","MA",41.660495,-71.088407
"West York","Pennsylvania","PA",39.9533875,-76.7609548
"Portola Valley","California","CA",37.372591,-122.2211679
"Dallas","North Carolina","NC",35.3179352,-81.1831829
"Orangeburg","New York","NY",41.0487362,-73.940835
"New Freedom","Pennsylvania","PA",39.7353272,-76.6967081
"Mineola","Texas","TX",32.6585756,-95.4844107
"Philomath","Oregon","OR",44.5419726,-123.3595269
"Kittery","Maine","ME",43.0899847,-70.7383212
"Wellsville","New York","NY",42.1207048,-77.9457297
"Hebbronville","Texas","TX",27.3239773,-98.6860663
"Ardsley","New York","NY",41.0135504,-73.8393807
"Madisonville","Texas","TX",30.9540179,-95.9092854
"Parker","Florida","FL",30.1294611,-85.6008871
"Goodland","Kansas","KS",39.3496005,-101.7107078
"Hummelstown","Pennsylvania","PA",40.2653424,-76.7127768
"Berlin","Maryland","MD",38.3304501,-75.2159334
"Wilton","California","CA",38.409556,-121.224264
"Pupukea","Hawaii","HI",21.66974,-158.049349
"Whiteville","Tennessee","TN",35.3180625,-89.149532
"Nashville","Arkansas","AR",33.9408851,-93.8516687
"Gibraltar","Michigan","MI",42.1054371,-83.2010178
"Capitol Heights","Maryland","MD",38.881862,-76.914474
"Blackwood","New Jersey","NJ",39.7990651,-75.0631107
"Dacono","Colorado","CO",40.0621539,-104.9496143
"Ludlow","Kentucky","KY",39.0896734,-84.5479904
"South Hill","Virginia","VA",36.7256615,-78.1288865
"Flourtown","Pennsylvania","PA",40.1052,-75.2068828
"Church Point","Louisiana","LA",30.4037025,-92.2144879
"Swartz","Louisiana","LA",32.5808708,-91.9868886
"South Sanford","Maine","ME",43.3902814,-70.7111315
"Guerneville","California","CA",38.5171669,-122.9899026
"Mullins","South Carolina","SC",34.204193,-79.2534993
"Edinburgh","Indiana","IN",39.350834,-85.9629383
"Cobleskill","New York","NY",42.6790021,-74.4852336
"Chautauqua","New York","NY",42.226149,-79.483962
"Wanamassa","New Jersey","NJ",40.2368163,-74.0288647
"Tea","South Dakota","SD",43.4514328,-96.8346741
"Sparks","Texas","TX",31.6726304,-106.2398631
"Princeton North","New Jersey","NJ",40.361506,-74.651988
"Wrightwood","California","CA",34.3459762,-117.6276202
"Fayette","Alabama","AL",33.6942153,-87.831169
"Saint James","Minnesota","MN",43.9833616,-94.6253923
"Fairfax","Vermont","VT",44.702379,-72.9977471
"Montgomery","Georgia","GA",31.9434865,-81.1063425
"West Hazleton","Pennsylvania","PA",40.961651,-75.998915
"Mount Vernon","Iowa","IA",41.9236498,-91.4237629
"Hubbardston","Massachusetts","MA",42.4895983,-72.0028783
"Menominee","Wisconsin","WI",44.9913041,-88.6692512
"Buckley","Washington","WA",47.1587792,-122.0202413
"Chinle","Arizona","AZ",36.1507942,-109.5764589
"East Petersburg","Pennsylvania","PA",40.1033603,-76.3497387
"Minisink","New York","NY",41.3240483,-74.5411921
"Unalaska","Alaska","AK",53.9133124,-166.5250803
"Del Monte Forest","California","CA",36.5838337,-121.9467143
"Phoenix","Oregon","OR",42.2748225,-122.8151679
"Ridge Manor","Florida","FL",28.4929661,-82.1895559
"Selmer","Tennessee","TN",35.1714419,-88.5962569
"Friendship Village","Maryland","MD",38.96251,-77.090181
"Sherman","Illinois","IL",39.8871021,-89.6053634
"Lost Creek","Texas","TX",30.2944224,-97.8453029
"Fremont","New Hampshire","NH",42.9998565,-71.1197135
"Gibsonia","Florida","FL",28.112941,-81.970987
"Margaret","Alabama","AL",33.671377,-86.4690455
"Massac","Kentucky","KY",37.0320842,-88.6861597
"Scott City","Missouri","MO",37.2236577,-89.5385941
"Mount Vernon","Missouri","MO",37.1054834,-93.8195585
"Ashdown","Arkansas","AR",33.6745154,-94.126029
"Breese","Illinois","IL",38.6138015,-89.5237126
"Derby","Vermont","VT",44.952003,-72.1364947
"Raymond","Maine","ME",43.9202445,-70.4679977
"Whitmore Village","Hawaii","HI",21.51455,-158.025358
"Georgetown","Indiana","IN",41.72932,-86.222318
"Hinesburg","Vermont","VT",44.332217,-73.092547
"Wiggins","Mississippi","MS",30.8560485,-89.138981
"Ivanhoe","California","CA",36.3885389,-119.2201669
"West Newbury","Massachusetts","MA",42.7995163,-70.964411
"Nikiski","Alaska","AK",60.7249883,-151.2240236
"Pittsfield","Illinois","IL",39.60828,-90.8206834
"Reidland","Kentucky","KY",37.0078396,-88.5284189
"Highland","Indiana","IN",38.046652,-87.5598263
"Tarentum","Pennsylvania","PA",40.6045339,-79.7599502
"Hartwell","Georgia","GA",34.3496452,-82.9280197
"East Greenbush","New York","NY",42.5925958,-73.7023585
"Wahoo","Nebraska","NE",41.2149852,-96.6166187
"Elberton","Georgia","GA",34.1067864,-82.8726344
"Russell","Kansas","KS",38.8876102,-98.8510008
"Dexter","Michigan","MI",42.3322557,-83.8810267
"Garwood","New Jersey","NJ",40.6512488,-74.323137
"Oconto","Wisconsin","WI",44.8912969,-87.8684311
"Saukville","Wisconsin","WI",43.3889451,-87.9438956
"Waimanalo Beach","Hawaii","HI",21.329934,-157.6939743
"Hollister","Missouri","MO",36.623678,-93.216158
"Clintonville","Wisconsin","WI",44.6221202,-88.7517141
"Tazewell","Virginia","VA",37.1300083,-81.5138087
"Boylston","Massachusetts","MA",42.3550489,-71.716157
"North Laurel","Maryland","MD",39.134343,-76.86269
"Jerusalem","New York","NY",42.6129276,-77.1579433
"Ottawa Hills","Ohio","OH",41.6700562,-83.6413065
"Newport","Vermont","VT",44.9417038,-72.2194775
"Aurora","Nebraska","NE",40.8638665,-98.0069665
"Flanders","New York","NY",40.8857858,-72.6076133
"Battlement Mesa","Colorado","CO",39.4527675,-108.0039402
"Ste. Genevieve","Missouri","MO",37.9750341,-90.0497916
"Tice","Florida","FL",26.675138,-81.817274
"Turners Falls","Massachusetts","MA",42.5974453,-72.5552783
"Trenton","New York","NY",43.2601637,-75.2063775
"Georgetown","Ohio","OH",38.8681385,-83.8993535
"Lebanon","Illinois","IL",38.6025165,-89.8129997
"Millinocket","Maine","ME",45.6665348,-68.6890187
"Monfort Heights South","Ohio","OH",39.171723,-84.606308
"Avon","Massachusetts","MA",42.1324001,-71.0539299
"Baxley","Georgia","GA",31.7640194,-82.3501397
"Danville","New Hampshire","NH",42.9279108,-71.1201845
"Crestline","Ohio","OH",40.7836382,-82.7454902
"Kanab","Utah","UT",37.0250823,-112.5229865
"Tuscola","Illinois","IL",39.7982189,-88.2748663
"Beecher","Illinois","IL",41.350311,-87.6170203
"Middletown","Maryland","MD",39.4402529,-77.5355218
"Sullivan","Illinois","IL",39.5955981,-88.6078695
"Ellery","New York","NY",42.1899257,-79.3535534
"North Sea","New York","NY",40.9311217,-72.4060503
"Eagleville","Pennsylvania","PA",40.15664,-75.408569
"Sparta","Illinois","IL",38.1376551,-89.7278197
"Plymouth","New Hampshire","NH",43.755207,-71.690623
"Valdese","North Carolina","NC",35.7555445,-81.572674
"Geneva","Alabama","AL",31.0448857,-85.876818
"Minocqua","Wisconsin","WI",45.846641,-89.83049
"West Peoria","Illinois","IL",40.6990058,-89.6327657
"Coldwater","Ohio","OH",40.4826898,-84.631441
"Greendale","Indiana","IN",39.121438,-84.853937
"Wayzata","Minnesota","MN",44.9713386,-93.5136598
"Dansville","New York","NY",42.561828,-77.696037
"Coleman","Texas","TX",31.831378,-99.422201
"Littlestown","Pennsylvania","PA",39.7451709,-77.0892136
"Soldotna","Alaska","AK",60.4849958,-151.0687538
"Jenkintown","Pennsylvania","PA",40.0962559,-75.1296392
"Glassport","Pennsylvania","PA",40.325814,-79.8859847
"West Wendover","Nevada","NV",40.7402534,-114.0786326
"Beaver","Pennsylvania","PA",40.6935378,-80.3075823
"Lake San Marcos","California","CA",33.1223615,-117.2085756
"Hawaiian Ocean View","Hawaii","HI",19.0967858,-155.7746505
"Midway","Utah","UT",40.5179737,-111.475184
"Adamsville","Alabama","AL",33.6057505,-86.9746501
"Dumas","Arkansas","AR",33.8847903,-91.4863372
"Shingle Springs","California","CA",38.6658555,-120.9362083
"Sykesville","Maryland","MD",39.3721339,-76.971764
"Edgewood","Ohio","OH",41.876738,-80.7454814
"Addis","Louisiana","LA",30.365193,-91.2652272
"Larksville","Pennsylvania","PA",41.2645169,-75.9301313
"Perryville","Maryland","MD",39.5721543,-76.0680534
"Lamar","Missouri","MO",37.4939178,-94.2784275
"Middlefield","Connecticut","CT",41.514162999999996,-72.7178435
"Okauchee Lake","Wisconsin","WI",43.126047,-88.441377
"Brookridge","Florida","FL",28.5480686,-82.4899579
"Ottawa","Ohio","OH",41.0198298,-84.0347838
"Bayside","Wisconsin","WI",43.1826109,-87.9014862
"Santa Ynez","California","CA",34.619076,-120.0939225
"Moses Lake North","Washington","WA",47.1943717,-119.3172617
"Sergeant Bluff","Iowa","IA",42.3995129,-96.3550456
"Hearne","Texas","TX",30.8770616,-96.5952171
"Magee","Mississippi","MS",31.8725001,-89.7336403
"Jacksboro","Texas","TX",33.2233647,-98.1590821
"Lindstrom","Minnesota","MN",45.387736,-92.84399
"Littleton","New Hampshire","NH",44.330805,-71.7686683
"Stowe","Vermont","VT",44.475387,-72.702253
"Summerville","Georgia","GA",34.4787509,-85.3490715
"North Hampton","New Hampshire","NH",42.9783168,-70.8301087
"Saint James","North Carolina","NC",33.9459143,-78.1130931
"Waverly City","Ohio","OH",39.126185,-82.9833886
"Carmel Valley Village","California","CA",36.5014727,-121.7321712
"Hollis","Maine","ME",43.6310191,-70.614369
"Campbell","Wisconsin","WI",43.857065,-91.265781
"Orangetree","Florida","FL",26.2929335,-81.5730913
"Whitehouse","Ohio","OH",41.5214521,-83.7967982
"Rogersville","Tennessee","TN",36.4079657,-83.0037857
"Denair","California","CA",37.5256948,-120.7996716
"Scarborough","Maine","ME",43.5994572,-70.3319672
"Millis‐Clicquot","Massachusetts","MA",42.1668207,-71.3492303
"Greenville","Kentucky","KY",37.2125839,-87.1743945
"New London","New Hampshire","NH",43.412948,-71.993191
"Leisure Village","New Jersey","NJ",40.0437649,-74.1862167
"San Diego","Texas","TX",27.7608905,-98.2389061
"Lawrenceville","Illinois","IL",38.7262991,-87.6874021
"Oswegatchie","New York","NY",44.6301791,-75.4907059
"Haskell","Arkansas","AR",34.5092384,-92.6418606
"Wolverine Lake","Michigan","MI",42.5557512,-83.4856901
"Osage Beach","Missouri","MO",38.1344961,-92.6492396
"Lee","New Hampshire","NH",43.1185371,-71.0065109
"River Road","North Carolina","NC",35.5109989,-76.9900621
"Barrow","Alaska","AK",71.300371,-156.73584
"Ligonier","Indiana","IN",41.4649958,-85.5946416
"Mauston","Wisconsin","WI",43.8013038,-90.0823323
"Mount Pleasant","Pennsylvania","PA",40.1509318,-79.5433626
"Buchanan","Michigan","MI",41.8282907,-86.3659742
"Lyons","Georgia","GA",32.2049149,-82.3212083
"Deerfield","New Hampshire","NH",43.1363215,-71.255077
"Trentwood","Washington","WA",47.699595,-117.210791
"Lyman","Maine","ME",43.5004903,-70.6493285
"Fruitland Park","Florida","FL",28.8586709,-81.9207749
"Greenville","New York","NY",41.371281,-74.586552
"Tiptonville","Tennessee","TN",36.377308,-89.4811243
"Coopertown","Tennessee","TN",36.4143587,-86.9656896
"Suncoast Estates","Florida","FL",26.7111623,-81.8689111
"Shelley","Idaho","ID",43.3794802,-112.1261029
"Lincoln Village","California","CA",38.0054874,-121.3338007
"Edwardsville","Kansas","KS",39.078168,-94.8188183
"Cherry Grove","Ohio","OH",39.0802279,-84.321968
"West Ocean City","Maryland","MD",38.3473215,-75.1112428
"Brutus","New York","NY",43.0456654,-76.5456115
"Gardnertown","New York","NY",41.5395739,-74.0572227
"Creedmoor","North Carolina","NC",36.1251797,-78.6782199
"Clearwater","South Carolina","SC",33.5027565,-81.9111316
"Viroqua","Wisconsin","WI",43.5575332,-90.8867251
"Rockford","Minnesota","MN",45.0917291,-93.7442347
"Hometown","Illinois","IL",41.7312484,-87.7311338
"Brookfield","Missouri","MO",39.7853288,-93.0779673
"California","Missouri","MO",38.6313033,-92.565
"South Haven","Michigan","MI",42.4015449,-86.2671184
"Castle Hills","Texas","TX",29.5247269,-98.5190545
"North Kansas City","Missouri","MO",39.139536,-94.5647358
"Saint Bernard","Ohio","OH",39.1717457,-84.4941351
"Springville","New York","NY",42.508067,-78.6693613
"Dawson","Georgia","GA",31.7718641,-84.4434993
"Social Circle","Georgia","GA",33.6481343,-83.7134407
"Camanche","Iowa","IA",41.7927083,-90.2762273
"Greene","Maine","ME",44.1897541,-70.1450885
"Osawatomie","Kansas","KS",38.5000907,-94.9450128
"Taylor Creek","Florida","FL",27.2142468,-80.7903651
"Olive","New York","NY",41.9472321,-74.265447
"Central Gardens","Texas","TX",29.9877062,-94.0228809
"Scottsville","Kentucky","KY",36.749018,-86.1961172
"Paris","New York","NY",42.9721259,-75.2681968
"Paxton","Illinois","IL",40.45793,-88.0987337
"Denton","Maryland","MD",38.8774669,-75.826915
"Coopersville","Michigan","MI",43.0654671,-85.933752
"Archbold","Ohio","OH",41.5156665,-84.3032802
"Medford","Wisconsin","WI",45.13539,-90.3441793
"Hampton","Iowa","IA",42.7420055,-93.2049683
"Hampden","Maine","ME",44.7490849,-68.8362067
"Park Layne","Ohio","OH",39.8881365,-84.039387
"Lisbon","Connecticut","CT",41.6027656,-72.0122611
"Cortland","Illinois","IL",41.9376998,-88.6913961
"Hamburg","Pennsylvania","PA",40.5562254,-75.9823565
"Redwood","Texas","TX",29.8098955,-97.9093318
"Black Diamond","Washington","WA",47.3147463,-122.0176959
"Taycheedah","Wisconsin","WI",43.83016,-88.357029
"Vilonia","Arkansas","AR",35.0787202,-92.2155074
"Hurstbourne","Kentucky","KY",38.235316,-85.5868223
"Atlantic Highlands","New Jersey","NJ",40.411703,-74.033873
"Marshfield (CDP)","Massachusetts","MA",42.102128,-70.6889495
"Lopezville","Texas","TX",26.248763,-98.1575006
"Madeira Beach","Florida","FL",27.7955597,-82.7915656
"Anna","Illinois","IL",37.4657413,-89.236277
"Armonk","New York","NY",41.1337998,-73.7179902
"Benton","Kentucky","KY",36.8520384,-88.3584021
"Amite City","Louisiana","LA",30.7321643,-90.5152858
"Hokes Bluff","Alabama","AL",33.9896823,-85.8628729
"Williamstown","Massachusetts","MA",42.7087992,-73.2014487
"Sauk Centre","Minnesota","MN",45.7377485,-94.952759
"Fayetteville","New York","NY",43.032711,-75.9978425
"Louisburg","Kansas","KS",38.6098461,-94.691657
"Groesbeck","Texas","TX",31.5256229,-96.5280615
"Stafford Courthouse","Virginia","VA",38.421944,-77.408333
"Daytona Beach Shores","Florida","FL",29.1712523,-80.9807494
"Isle of Palms","South Carolina","SC",32.8047551,-79.7520176
"Pinetop‐Lakeside","Arizona","AZ",34.151486,-109.9674866
